source_repo_path	public_repo_path	role	upstream_source	source_version_or_retrieval_date	original_redistribution_status	public_decision	license_or_terms	citation_required	reason	replacement_or_acquisition_method	sha256
data/frozen/profiles/prior_pairwise.parquet	data/fixtures/	GOVERNED_DATA_OR_METADATA	Ketamine-family and psychoactive-reference comparative analysis	Pooled_Parent_Ketamine_Complete_Comparative_Analysis_20260813_182544	PRIVATE_ONLY_PENDING_SOURCE_LICENSE_REVIEW	REPLACE_WITH_SYNTHETIC_FIXTURE	NOT_REDISTRIBUTED; upstream-specific terms remain controlling	YES	Redistribution basis was unclear or source-mixed, so the governed input is excluded	Supply the exact external file described by EXTERNAL_INPUT_MANIFEST.tsv for Verify/Full; Smoke uses synthetic fixtures	5FA8B473AF467737C8F7C15305A8382072392F9F01C660AEB72C7879ACC7CB48
docs/DATA_SOURCES.md	docs/DATA_SOURCES.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	1E1D52A4C5228DB6068A8C5DA665F5BA3E476CCD1A804A0F15DFF193916A7750
docs/ENVIRONMENT.md	docs/ENVIRONMENT.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	D3C177D3731DE72E8BB5A6554320E61DAA9EC2F0C0D11C5CF9345807250808CF
docs/FULL_MODE.md	docs/FULL_MODE.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	313760CF5AC49C5C2BCCE8380F8BB65C7898B445948E0884DAEC6ACDF8980586
docs/METHODS.md	docs/METHODS.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	CDEEFB2F2E0412CE4ED996D1348F7BFAFC9E11020A1333583E732C78FDF6DC0C
docs/PROVENANCE.md	docs/PROVENANCE.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	8C0BC6C982153E58B913AD4E1C30801D1864FB70B145E397826F9665DE8D3694
docs/REPRODUCIBILITY.md	docs/REPRODUCIBILITY.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	74210387F7FBE2BD75D9AC3EFC6EB44CBC7875ABF910C4B6038DAED54757C508
environment.yml	environment.yml	ORIGINAL_CONFIGURATION	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	63ED8A92A671A39DEFD4F9CD253EEAAA44A7DA6BFDD1316B3E2383417978DA6F
launchers/Full.ps1	launchers/Full.ps1	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	7B718A520E00B9E36D22CC07508759B5133AC9F59F8486C1A6AF17905600116F
launchers/Run.ps1	launchers/Run.ps1	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	A2FC5800B8ECCB03EC6095682FB7A9D84B8E8FC835C7AC5B0DA1DD2C75939E82
launchers/Smoke.ps1	launchers/Smoke.ps1	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	2D320DA1FFEECA3A99A8309DEEC93A394A7C47334F1698F61F01875BBF4FE11D
launchers/Verify.ps1	launchers/Verify.ps1	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	B72298C21FE6C5112B030A4BB34C6B46055AACAEC8882237E4F425672C010076
launchers/run_reproduction.ps1	launchers/run_reproduction.ps1	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	1648ABBD7F74351658F1471C0DAD0B64710E46AA843E18C4AB5251A7367777CC
launchers/validate_release.ps1	launchers/validate_release.ps1	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	1301F075D4516CE0D22F6BF6CD7556177315493C3AD3B1C58C86CC4B8342C451
optional/README.md	optional/README.md	ORIGINAL_DOCUMENTATION_OR_LICENSE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	AADB6A03FA1C0AAE4BD5703E96A996124A02CA9E5DEB0FB1F1ACFC41770739A1
pyproject.toml	pyproject.toml	ORIGINAL_CONFIGURATION	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	7999F4FAAB7A42F8A7B7F5F8D74532FA306429402EC463220C56D4FA762F52DA
requirements-lock.txt	requirements-lock.txt	PROJECT_METADATA_OR_AUDIT_EVIDENCE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	EE8D82A8414FF6DF830CDA8340A3584AE7298566EB3115604649299894C008D8
requirements.txt	requirements.txt	PROJECT_METADATA_OR_AUDIT_EVIDENCE	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	KEEP	MIT	NO	Byte-identical approved artifact	None	C5C47ECFBAC90E9CE72B9E8A547F723374DC09AF7DD51685093D122C8199671F
results/reference/FINAL_MODEL_STATUS.csv	results/reference/FINAL_MODEL_STATUS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	81C9E1D9B1527BAA194BF20710E139AA0ADACA91CC136E8EDA968C5936E1CF73
results/reference/FINAL_MULTIVARIATE_AUDIT.csv	results/reference/FINAL_MULTIVARIATE_AUDIT.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	2908CFC554C101AD8F6CC1C007A759A521A30187A0E20B126F76ED6C7412A9F8
results/reference/FINAL_QA_SUMMARY.csv	results/reference/FINAL_QA_SUMMARY.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	6005FBC040E1C806E9EFB27BAF944C55DAC8DC63F1F447038838A3CEA1E4432A
results/reference/class/CLASS_LOADINGS.csv	results/reference/class/CLASS_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	D6597C40EBC00710ECE6507AD14D726FAAF0E6AE1A817FE848060B49DA30EC89
results/reference/class/CLASS_RESIDUALS_LONG.csv	results/reference/class/CLASS_RESIDUALS_LONG.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	0C94C018CCB73634531280D7AE7269C099672A9E1D8F7F7BC2B3C5FE6C845EC6
results/reference/class/CLASS_SCORES.csv	results/reference/class/CLASS_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	A4FDF3386138CB86D2F15806447EBC4209FA647A1BE82E466AEE3DBFA8FA6D42
results/reference/class/CLASS_STATUS.csv	results/reference/class/CLASS_STATUS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	AD3B330CD24074994014487D31F07C8D283544AE6FDE3C93069E35A98C1C8D04
results/reference/class/CLASS_SUMMARY.csv	results/reference/class/CLASS_SUMMARY.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	6578577215B8F50A1FE9F375D7DA87D68BC068508247EF4EE0150F1B1A36AAB2
results/reference/family/FAMILY_AVERAGE_LINKAGE.csv	results/reference/family/FAMILY_AVERAGE_LINKAGE.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	9ED5927D053549B3E566BC25C45472E57569B83C75658409E7DB5A8D1596D346
results/reference/family/FAMILY_COMPLETE_CASE_PCA_LOADINGS.csv	results/reference/family/FAMILY_COMPLETE_CASE_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	E69FC0F5EAD771571FCA1A971206C46579E7038583A646BCC558275700AC81C6
results/reference/family/FAMILY_COMPLETE_CASE_PCA_SCORES.csv	results/reference/family/FAMILY_COMPLETE_CASE_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	BA1CB4E6BB6D8FCD492CC68A0ED8713E32965545703A452FC9B53091EA4B1ADA
results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_LOADINGS.csv	results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	DE7DA22ADDE8FECA54D01A80F2A24DBF707C9CE4BA0E456E3A740488E3961646
results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_SCORES.csv	results/reference/family/FAMILY_JOINT_CONTINUOUS_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	BB49FA37D0F70C30B1DB6E6A0A55C720251237CA21D458C8AF7827AA6310CEC5
results/reference/family/FAMILY_MODEL_STATUS.csv	results/reference/family/FAMILY_MODEL_STATUS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	AA3DD6C04A15ADE002B54CF4442343077D6BCC73BF2DE73893CC6C1DA2C492DE
results/reference/family/FAMILY_RMS_DISTANCE_MATRIX.csv	results/reference/family/FAMILY_RMS_DISTANCE_MATRIX.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	508AB47DEB46F85EFADF5E7083DEAF7E3D61D457B4FC6BCD32D4A8D97F01D6DD
results/reference/family/FAMILY_RMS_DISTANCE_SUBSET_AUDIT.csv	results/reference/family/FAMILY_RMS_DISTANCE_SUBSET_AUDIT.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	D7FD6AA66ED540803C687A1AA88743A0E3D1E8107A97971DBC74D306A5E0357A
results/reference/family/FAMILY_RMS_PCOA_COORDINATES.csv	results/reference/family/FAMILY_RMS_PCOA_COORDINATES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	CCC012F481389A592263532DE88F28E38C5305F02BCC581747A407D07E23340D
results/reference/family/FAMILY_SHARED_TARGET_PCA_LOADINGS.csv	results/reference/family/FAMILY_SHARED_TARGET_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	E6E8F43835DD3D515276DCD5193A6BD1F2A86F6682DE1767A2B103807F99CC12
results/reference/family/FAMILY_SHARED_TARGET_PCA_SCORES.csv	results/reference/family/FAMILY_SHARED_TARGET_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	23E051B12E16325FE2F15C3889635B499460F33E042F87D55CC2717F0E5A4D17
results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_LOADINGS.csv	results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	9BB5800F582BC93D18B15AF16D14A8A252B36C59395CF81A5C47DCE9B594D2E4
results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_SCORES.csv	results/reference/family/FAMILY_SPARSE_ALPHA0001_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	27F2BC339253DB0C16C60B796451C0D1521C2EC7C4C258884B68CA5E8C0B264D
results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_LOADINGS.csv	results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	D2715644CEDA97892A350EE4D391FD9D4A241EF8E050C5CC793ECA576712F4D6
results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_SCORES.csv	results/reference/family/FAMILY_SPARSE_ALPHA001_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	0CEE2C04BF7C7C64B84E387E01257396800DA5238B3D5B15440438727C4463DB
results/reference/family/FAMILY_TARGET_LEVEL_PCA_LOADINGS.csv	results/reference/family/FAMILY_TARGET_LEVEL_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	35CA2F60A052BA82998A7A7B4397313512FA03E312BBF7C44179506F0DFE7FB1
results/reference/family/FAMILY_TARGET_LEVEL_PCA_SCORES.csv	results/reference/family/FAMILY_TARGET_LEVEL_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	386970FC1B291D9DFC471370EF79B7E02E40A3B145126EAAC6E771F1203F319E
results/reference/family/FAMILY_WEIGHTED_MDS_COORDINATES.csv	results/reference/family/FAMILY_WEIGHTED_MDS_COORDINATES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	3D41139D331A3B9967B1132FD0FD7A81FF2CC5B96CCCF7470A6B484E16AC47E1
results/reference/family/KETAMINE_FAMILY_ALL_PAIR_METRICS_FINAL.csv	results/reference/family/KETAMINE_FAMILY_ALL_PAIR_METRICS_FINAL.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	FF279F96CB5B8C7FBF64370ADD496E91E45DBCE69268D2C1C156ECE10DDA142A
results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND.pdf	results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND.pdf	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	22AF27D5FB224E011384C16235F21A5419804A457503B7F719C6020A6E1D322C
results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND.svg	results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND.svg	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	D5499470890BDA3AFA6416A4925A11594701F8C17786BE35B2262FB89343A99C
results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND_600dpi.png	results/reference/figure4/final/FINAL_FIGURE4_CARDOZO_BRIGHT_RIGHTLEGEND_600dpi.png	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	0ACB17DCE9B984FD2DB0C9144E472DD8828BC2523688BBF0DD812CFD7F3105F8
results/reference/figure4/qc/NUMERICAL_QC.json	results/reference/figure4/qc/NUMERICAL_QC.json	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	875F5DCB8110059B9AC906EDFCD664648BFA2E365B580F336D054C752BF8DAF1
results/reference/figure4/qc/VISUAL_LAYOUT_QC.json	results/reference/figure4/qc/VISUAL_LAYOUT_QC.json	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	44A3840B77DC2443C03DFB7E6D0211E10468D793F129B8E03F69CC9F56FA2101
results/reference/figure4/source_data/FROZEN_GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv	results/reference/figure4/source_data/FROZEN_GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	58B7F3231B47EA198ED2235F50F6EA711D21DE40FE24038F1AD26D8824CB99C0
results/reference/figure4/source_data/PALETTE_SPECIFICATION.csv	results/reference/figure4/source_data/PALETTE_SPECIFICATION.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	B3FE766160678E67DC582E6058996549994E3D7F046E6CF5904E87D3939842A5
